system:index,VH,VH_VV_ratio,VV,angle,date,dewpoint_temperature_2m,latitude,longitude,oil_candidate,orbit_direction,orbit_type,surface_net_solar_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction_degrees,wind_speed_10m,.geo
283_1_497,-25.991503180459887,1.088143968326538,-23.88608854803685,41.853275299072266,2021-05-01,269.56015332539874,39.472392966361205,-76.88276342017048,1,0,ASC,7287055.083333333,99298.28092447917,283.58127848307294,6.498719254703171E-5,3.2334461212158203,-2.3806327978769937,126.36245118832176,4.015294053632097,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}"
283_2_88,-19.168356669336156,2.5166957072876293,-7.616477675004606,44.334110260009766,2021-05-01,275.65463574727374,37.26195866748024,-75.85615398810167,0,0,ASC,8398438.833333334,101481.8642578125,286.73557535807294,1.2308371563326168E-4,6.072720209757487,-7.459205389022827,140.8501280825886,9.618610907070948,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}"
283_2_260,-18.6670451906157,1.4706134684596024,-12.693372929712483,44.325714111328125,2021-05-01,275.65463574727374,37.271444156944106,-75.85993330772948,0,0,ASC,8398438.833333334,101481.8642578125,286.73557535807294,1.2308371563326168E-4,6.072720209757487,-7.459205389022827,140.8501280825886,9.618610907070948,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}"
283_2_331,-21.90255007244687,1.7781886188545684,-12.317337902294943,38.978843688964844,2021-05-01,272.8624807993571,37.555344050084706,-77.00673349392598,0,0,ASC,7544660.083333333,101390.78092447917,287.43772379557294,9.236574793429024E-5,2.2361316680908203,-2.3426689306894937,136.33288929886697,3.2385772425335926,"{""type"":""Point"",""coordinates"":[-77.00673349392598,37.555344050084706]}"
284_1_11,-25.76708428682998,1.083964523812611,-23.771150919404477,34.86372756958008,2021-05-08,279.91029866536456,39.683342527104955,-76.19965432641052,1,0,ASC,4566088.583333333,100000.63509114583,282.5578905741374,0.0037618948301919217,2.0169339179992676,-0.8002037207285563,111.64033931016878,2.1698729050899965,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}"
284_2_38,-25.84468571145329,1.515477632200385,-17.053821951781842,31.46853256225586,2021-05-08,280.36887613932294,38.05463005904797,-76.4054840714764,0,0,ASC,6122763.916666667,101252.84342447917,285.729928334554,0.0036403299154090796,4.722886880238851,-2.304028590520223,116.00512280710137,5.254922285768542,"{""type"":""Point"",""coordinates"":[-76.4054840714764,38.05463005904798]}"
284_2_67,-26.547884321655197,1.732475393282146,-15.323671796204083,31.879846572875977,2021-05-08,280.42657470703125,38.95302853995239,-76.55506482642006,0,0,ASC,4708429.583333333,100822.51009114583,283.9595019022624,0.0032710946630684448,3.275031248728434,-1.334424098332723,112.16862806101115,3.5364554789165417,"{""type"":""Point"",""coordinates"":[-76.55506482642006,38.9530285399524]}"
284_2_186,-28.154475753683634,1.671366536875253,-16.84518334698777,38.61589813232422,2021-05-08,280.67152913411456,39.0951232299311,-75.36762234551254,0,0,ASC,5561763.916666667,101094.4267578125,284.6824836730957,0.0033529992836215015,3.632982095082601,-1.4916099707285564,112.32180514162566,3.92727121650232,"{""type"":""Point"",""coordinates"":[-75.36762234551254,39.0951232299311]}"
284_2_223,-26.946778622737035,1.9247250922964874,-14.00032593256498,35.566734313964844,2021-05-08,280.26511637369794,39.43068761301267,-76.02110498836194,0,0,ASC,4787146.666666667,100979.6767578125,283.975045522054,0.0036728939972815824,2.946946938832601,-1.230786403020223,112.66775549111972,3.1936392141496346,"{""type"":""Point"",""coordinates"":[-76.02110498836194,39.43068761301268]}"
284_2_290,-26.07638222365729,1.9851070261251111,-13.136008225489919,31.49207878112793,2021-05-08,280.50559488932294,38.324072942159816,-76.46700986921343,0,0,ASC,5720735.666666667,101093.8017578125,285.4163703918457,0.003350650876139394,4.059861977895101,-1.9127118587493896,115.22640531348956,4.487866523656743,"{""type"":""Point"",""coordinates"":[-76.46700986921343,38.324072942159816]}"
284_2_314,-25.897270655150756,1.8567785201631066,-13.947420424098745,33.632198333740234,2021-05-08,280.17543538411456,39.01773129010771,-76.26791445117814,0,0,ASC,4940997.25,101146.8017578125,284.7807909647624,0.0035157472826538396,4.9583808581034345,-2.486849228541056,116.63580745373936,5.547067677566392,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}"
284_2_336,-26.001061292780815,1.5581660962307964,-16.686963832467782,33.5368537902832,2021-05-08,280.09918212890625,38.73412218362813,-76.2161298356623,0,0,ASC,5238002.833333333,101159.46842447917,285.1097297668457,0.003324470544854593,4.244371255238851,-2.0319745540618896,115.5825692533358,4.705699516613107,"{""type"":""Point"",""coordinates"":[-76.2161298356623,38.73412218362814]}"
284_2_373,-26.093913667137638,1.856112158627186,-14.058371174313715,33.133544921875,2021-05-08,279.92860921223956,38.35543659154401,-76.19548880398496,0,0,ASC,5549588.416666667,101222.38509114583,285.657662709554,0.003058888701100937,4.885118325551351,-2.503491481145223,117.13391663090468,5.4892486417363475,"{""type"":""Point"",""coordinates"":[-76.19548880398497,38.35543659154401]}"
285_1_41,-28.65144961747923,1.2197355196805753,-23.48988707402936,40.696903228759766,2021-05-20,284.90535100301105,39.33518587725137,-75.00825585474045,1,0,ASC,7972719.802083333,102816.02897135417,292.35756810506183,6.04614573074258E-7,-1.649126688639323,1.5538582801818848,-46.70368233293397,2.2658540089935855,"{""type"":""Point"",""coordinates"":[-75.00825585474045,39.33518587725137]}"
285_2_38,-26.418647583830772,1.8920608516896014,-13.962895305528384,31.47049331665039,2021-05-20,287.05940373738605,38.05463005904797,-76.4054840714764,0,0,ASC,7967329.791666667,102809.52897135417,295.0581703186035,6.04614573074258E-7,0.2429224650065104,0.5226489702860514,24.928574438774568,0.5763447493869525,"{""type"":""Point"",""coordinates"":[-76.4054840714764,38.05463005904798]}"
285_2_88,-17.52786753939602,2.0043897626331915,-8.74474010302739,33.622928619384766,2021-05-20,287.7743288675944,37.26195866748024,-75.85615398810167,0,0,ASC,8249534.916666667,102808.6123046875,292.8329912821452,6.04614573074258E-7,-0.39343007405598956,0.6674243609110514,-30.51829292843726,0.7747531869629365,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}"
285_2_207,-27.541428630840837,1.990590440362422,-13.83580874920028,36.47937774658203,2021-05-20,285.3876101175944,37.867179564337505,-75.49102260561044,0,0,ASC,7637424.583333333,102782.32063802083,293.7097816467285,6.04614573074258E-7,-0.6009496053059896,0.2668302853902181,-66.05808920071625,0.6575247746806578,"{""type"":""Point"",""coordinates"":[-75.49102260561044,37.867179564337505]}"
285_2_223,-24.85271914761444,1.571978759778699,-15.80983139435877,35.56869125366211,2021-05-20,286.19994735717773,39.43068761301267,-76.02110498836194,0,0,ASC,7737796.25,102631.94563802083,294.97475560506183,6.04614573074258E-7,-0.5054092407226562,0.21621179580688477,-66.83897919158095,0.5497145088624549,"{""type"":""Point"",""coordinates"":[-76.02110498836194,39.43068761301268]}"
285_2_260,-17.296913290708705,1.9056599927852365,-9.076599895151405,33.6137809753418,2021-05-20,287.7743288675944,37.271444156944106,-75.85993330772948,0,0,ASC,8249534.916666667,102808.6123046875,292.8329912821452,6.04614573074258E-7,-0.39343007405598956,0.6674243609110514,-30.51829292843726,0.7747531869629365,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}"
285_2_290,-26.895437034871787,1.499467086979808,-17.936663811036997,31.494014739990234,2021-05-20,286.79914983113605,38.324072942159816,-76.46700986921343,0,0,ASC,7534167.541666667,102650.65397135417,295.36953099568683,6.04614573074258E-7,0.39632415771484375,0.5702563921610514,34.79902715212515,0.694453159535558,"{""type"":""Point"",""coordinates"":[-76.46700986921343,38.324072942159816]}"
285_2_327,-24.932793998382216,1.5720282347791128,-15.860271111406309,30.511150360107422,2021-05-20,285.47175725301105,39.43710582583507,-76.93510079070714,0,0,ASC,7141097.208333333,100882.65397135417,295.4321123758952,6.04614573074258E-7,0.11837005615234375,0.10529057184855144,48.34679704717175,0.15842214085696477,"{""type"":""Point"",""coordinates"":[-76.93510079070714,39.43710582583507]}"
285_2_336,-25.263425309446745,1.639735188336191,-15.407015406604206,33.538753509521484,2021-05-20,286.94701766967773,38.73412218362813,-76.2161298356623,0,0,ASC,7989114.020833333,102747.32063802083,295.3943519592285,6.04614573074258E-7,0.6393254597981771,0.1347502072652181,78.09800912569006,0.653371763932426,"{""type"":""Point"",""coordinates"":[-76.2161298356623,38.73412218362814]}"
285_2_345,-25.873616426463123,1.5091651155470693,-17.144324474452212,35.42795944213867,2021-05-20,285.8944460550944,37.83678411747479,-75.67390991299865,0,0,ASC,7370816.25,102794.07063802083,293.6160316467285,6.04614573074258E-7,-0.6131159464518229,0.4489591916402181,-53.78624025168635,0.7599181005554169,"{""type"":""Point"",""coordinates"":[-75.67390991299865,37.83678411747479]}"
285_2_373,-26.913189546171594,2.117229830773805,-12.711510651791338,33.1353874206543,2021-05-20,287.3006960550944,38.35543659154401,-76.19548880398496,0,0,ASC,7938904.208333333,102796.4873046875,295.5659014383952,6.04614573074258E-7,0.8018417358398438,0.5522713661193848,55.44273324446332,0.9736292062022509,"{""type"":""Point"",""coordinates"":[-76.19548880398497,38.35543659154401]}"
285_2_463,-24.735702417306214,1.5041246469542193,-16.445247717597628,35.74373245239258,2021-05-20,285.19978459676105,39.241493233208,-75.94378863058327,0,0,ASC,7247809.791666667,102649.1123046875,295.09853490193683,6.04614573074258E-7,-0.45649973551432294,0.12880945205688477,-74.24265110020211,0.47432466040028076,"{""type"":""Point"",""coordinates"":[-75.94378863058327,39.241493233208004]}"
286_1_11,-28.652644689837853,1.2124698851159637,-23.631634106192617,45.23090744018555,2021-05-25,285.29905382792157,39.683342527104955,-76.19965432641052,1,0,ASC,3984834.2083333335,101266.74544270833,290.5279172261556,4.026367526577997E-4,0.04907798767089844,2.0548807779947915,1.3681704069813765,2.0554667743960993,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}"
286_1_139,-31.552700169338408,1.3214959693205142,-23.876501254530616,44.61212921142578,2021-05-25,285.28635851542157,39.03327481911461,-76.18847968650985,1,0,ASC,5103996.791666667,102381.412109375,290.96484756469727,0.0010703616662648407,-1.0854841868082683,3.415069580078125,-17.63292442305722,3.5834307802140937,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}"
286_1_187,-28.73103233906717,1.147764716728104,-25.032162010494453,41.553565979003906,2021-05-25,287.9659646352132,37.63261430195355,-76.51771839296354,1,0,ASC,3902258.0729166665,102257.87044270833,291.8006223042806,6.626805643317191E-4,-2.882277806599935,1.6159566243489583,-60.72271570386513,3.3043669841886225,"{""type"":""Point"",""coordinates"":[-76.51771839296354,37.63261430195355]}"
286_1_192,-30.05329309100074,1.3259917155232397,-22.66476686028286,44.923824310302734,2021-05-25,285.36838976542157,39.39199763548393,-76.21323492350629,1,0,ASC,4504835.854166667,102294.037109375,290.77710342407227,8.469435894317515E-4,-0.40441322326660156,2.8560689290364585,-8.059380867327928,2.88455885406423,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}"
286_1_250,-29.0133024690533,1.0264642212351882,-28.265283746705126,45.10542678833008,2021-05-25,286.2991352081299,37.71258471480023,-75.77961592134223,1,0,ASC,4254841.0,102439.24544270833,290.64892959594727,0.002121602266910383,-3.814854303995768,1.8118387858072917,-64.59494122921578,4.223253857687302,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}"
286_1_265,-30.76010020565683,1.3609963758007644,-22.60116246640159,42.89129638671875,2021-05-25,286.5670388539632,38.18102449592077,-76.354758736145,1,0,ASC,4505526.791666667,102366.20377604167,291.34619522094727,9.365969690260378E-4,-2.416416803995768,3.0324198404947915,-38.54997119365604,3.87745280560055,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}"
286_1_290,-32.10375150565494,1.3218470853284092,-24.2870388428317,43.9318733215332,2021-05-25,285.2428201039632,38.73392230176207,-76.24842717678327,1,0,ASC,5117623.125,102401.20377604167,291.13542048136395,8.651991417087205E-4,-1.1259708404541016,2.9109598795572915,-21.146668229208792,3.1211372533012893,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}"
286_1_332,-26.327820106489273,1.1786323515719919,-22.337601773254182,45.722591400146484,2021-05-25,284.3597634633382,39.385554391275825,-76.04693847405206,1,0,ASC,4496342.552083333,102265.20377604167,290.98144912719727,4.446023807006168E-4,0.11939048767089844,2.3087056477864585,2.960309395088187,2.311790616960668,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}"
286_1_355,-30.009595272256682,1.179187011959811,-25.449394343633994,44.556785583496094,2021-05-25,286.7154763539632,37.5492397986249,-75.86663133426741,1,0,ASC,3842136.6666666665,102428.07877604167,290.79899470011395,7.949481605318276E-4,-5.160516738891602,1.8288065592447917,-70.48646814206647,5.474985519936759,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}"
286_1_396,-28.489562914674273,1.1536196123524265,-24.695803200310724,41.303253173828125,2021-05-25,288.0709451039632,37.66804204662815,-76.5763059713333,1,0,ASC,3992585.25,102266.662109375,291.94572321573895,5.435759709603675E-4,-1.7931257883707683,1.2936503092447917,-54.19144171437161,2.2110701516526867,"{""type"":""Point"",""coordinates"":[-76.5763059713333,37.66804204662815]}"
286_1_438,-30.086660055778513,1.3288669502920814,-22.64083702974594,44.064292907714844,2021-05-25,285.8875141143799,39.38341433265008,-76.39936747439695,1,0,ASC,4319735.78125,101797.37044270833,290.76457087198895,8.663859571096388E-4,-0.5579369862874349,2.6870829264322915,-11.730028864953344,2.7443958049434913,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}"
286_1_440,-28.26155257978614,1.1666146372689536,-24.225268290775496,41.403141021728516,2021-05-25,288.34837023417157,37.64830399387009,-76.5517764640962,1,0,ASC,3692288.96875,102206.037109375,291.9307492574056,5.78936426473368E-4,-2.2070255279541016,1.3291727701822917,-58.94170589422257,2.5763660326194233,"{""type"":""Point"",""coordinates"":[-76.5517764640962,37.64830399387009]}"
287_1_11,-26.195566938797082,1.0480768376701775,-24.993937464574184,34.86271286010742,2021-06-01,285.1007302602132,39.683342527104955,-76.19965432641052,1,0,ASC,6393729.21875,101285.60205078125,291.0484670003255,1.7345703559416374E-6,1.0329310894012451,1.4099162022272747,36.22720529056052,1.747801571333149,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}"
287_1_33,-28.67860209900953,1.1200253410398042,-25.605315387225986,35.54140090942383,2021-06-01,285.8152484893799,39.36853550007995,-76.01059248597983,1,0,ASC,6731259.5625,102265.76871744792,291.5111134847005,2.528057189514025E-6,1.4143194357554119,1.693078637123108,39.87381836984969,2.2060858409948936,"{""type"":""Point"",""coordinates"":[-76.01059248597983,39.36853550007995]}"
287_1_133,-28.20882958994046,1.183003580641049,-23.845092315489516,34.99449920654297,2021-06-01,286.54514757792157,39.15744350954389,-76.0593068740037,1,0,ASC,6317607.083333333,102231.93538411458,292.0084279378255,1.1828865301340604E-5,1.0614751974741619,2.4279826084772744,23.61418021431519,2.649873419980834,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}"
287_1_159,-26.008453841512175,1.026204175184784,-25.344326665625726,35.81060791015625,2021-06-01,285.89719835917157,39.54521501686321,-75.998506866675,1,0,ASC,6863049.15625,102339.56038411458,291.8219858805339,1.6240534104206006E-6,1.4959844748179119,1.591394066810608,43.22994567243404,2.1841484896353154,"{""type"":""Point"",""coordinates"":[-75.998506866675,39.54521501686321]}"
287_1_168,-26.52634821618323,1.1785512197096157,-22.507590482761607,36.47000503540039,2021-06-01,287.2743142445882,37.76155437618908,-75.46769982744293,1,0,ASC,7981106.916666667,102522.93538411458,291.0708465576172,2.2772209760842563E-6,0.9495570659637451,3.0662882725397744,17.206518481916092,3.2099505279422345,"{""type"":""Point"",""coordinates"":[-75.46769982744293,37.76155437618908]}"
287_1_192,-27.49031856785608,1.0749898525258605,-25.572630758572444,34.451576232910156,2021-06-01,286.74265734354657,39.39199763548393,-76.21323492350629,1,0,ASC,6762103.15625,102299.06038411458,291.8414357503255,8.292323044667427E-6,1.0212733745574951,2.1663045485814414,25.240865019249874,2.3949686225052504,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}"
287_1_250,-26.844665486409948,1.127156422881309,-23.81627335963531,34.666542053222656,2021-06-01,287.6473611195882,37.71258471480023,-75.77961592134223,1,0,ASC,7996074.291666667,102526.56038411458,291.1890920003255,2.126005857361335E-5,0.4026820659637451,3.6290731032689414,6.3316409455094105,3.6513455650100957,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}"
287_1_313,-24.239894501613534,1.0003449133370952,-24.231536721420003,34.381736755371094,2021-06-01,286.74265734354657,39.38696392935898,-76.22444844690204,1,0,ASC,6762103.15625,102299.06038411458,291.8414357503255,8.292323044667427E-6,1.0212733745574951,2.1663045485814414,25.240865019249874,2.3949686225052504,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}"
287_1_332,-28.20437278134316,1.0382682318555885,-27.16482303511919,35.3641357421875,2021-06-01,285.8152484893799,39.385554391275825,-76.04693847405206,1,0,ASC,6731259.5625,102265.76871744792,291.5111134847005,2.528057189514025E-6,1.4143194357554119,1.693078637123108,39.87381836984969,2.2060858409948936,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}"
287_1_353,-28.217386679759255,1.1781154295040577,-23.951292015280465,37.73198699951172,2021-06-01,285.53342882792157,38.09823983370037,-75.31005489957126,1,0,ASC,7575925.625,102508.35205078125,291.4359995524089,5.337851164040804E-7,1.1382370789845784,2.057946801185608,28.946697890760657,2.3517501322388443,"{""type"":""Point"",""coordinates"":[-75.31005489957126,38.09823983370037]}"
287_1_376,-29.897594449191228,1.3448919493324005,-22.230480644956113,36.98704147338867,2021-06-01,286.70261828104657,37.91178868352463,-75.40746553928166,1,0,ASC,8108280.166666667,102536.56038411458,290.7158660888672,1.1683262305754265E-6,1.2244594097137451,2.6999552647272744,24.394814674079793,2.964634762928658,"{""type"":""Point"",""coordinates"":[-75.40746553928166,37.91178868352463]}"
287_1_497,-25.271890758043845,1.0759683713336612,-23.487577731229567,30.654386520385742,2021-06-01,284.7606423695882,39.472392966361205,-76.88276342017048,1,0,ASC,6059702.322916667,100306.76871744792,290.8542938232422,4.020656835764432E-6,0.6032842795054117,1.5723104079564412,20.991451542791232,1.684075990229216,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}"
287_2_88,-17.025597421769433,2.585357898705443,-6.585392850364973,33.61869812011719,2021-06-01,287.1231911977132,37.26195866748024,-75.85615398810167,0,0,ASC,8395186.59375,102542.31038411458,291.1308237711589,2.496051360341885E-5,-0.6631138324737549,4.218632022539775,-8.933054631229382,4.270430434559971,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}"
287_2_186,-27.91297116354994,1.552562083284257,-17.978650557086535,38.61498260498047,2021-06-01,285.35935656229657,39.0951232299311,-75.36762234551254,0,0,ASC,7261197.916666667,102420.14371744792,291.6893361409505,2.414343326462287E-5,0.8548101584116617,1.870813012123108,24.556565161343734,2.056852384896132,"{""type"":""Point"",""coordinates"":[-75.36762234551254,39.0951232299311]}"
287_2_260,-18.65660590307514,1.8951080987018787,-9.844613041258512,33.609893798828125,2021-06-01,287.1231911977132,37.271444156944106,-75.85993330772948,0,0,ASC,8395186.59375,102542.31038411458,291.1308237711589,2.496051360341885E-5,-0.6631138324737549,4.218632022539775,-8.933054631229382,4.270430434559971,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}"
287_2_290,-28.708963082241482,1.8507598619056311,-15.511987088741678,31.490936279296875,2021-06-01,287.1707986195882,38.324072942159816,-76.46700986921343,0,0,ASC,7077723.895833333,102328.43538411458,292.3506317138672,1.1931931666264717E-5,-0.16986838976542154,2.911096215248108,-3.3395384652822115,2.9160480867560046,"{""type"":""Point"",""coordinates"":[-76.46700986921343,38.324072942159816]}"
287_2_336,-24.818216862901746,1.4139494394689063,-17.552407582709407,33.53581237792969,2021-06-01,287.0384744008382,38.73412218362813,-76.2161298356623,0,0,ASC,7200203.458333333,102426.26871744792,292.3187306722005,2.3611958515375637E-5,0.6645635763804117,3.0918416579564414,12.130649721098031,3.1624562581838753,"{""type"":""Point"",""coordinates"":[-76.2161298356623,38.73412218362814]}"
287_2_373,-27.37937813242151,1.5637833193928479,-17.508421910429245,33.132442474365234,2021-06-01,287.4759744008382,38.35543659154401,-76.19548880398496,0,0,ASC,7412864.583333333,102488.89371744792,292.3868459065755,2.2847032240758125E-5,0.3126959005991618,3.626672387123108,4.9279211603809525,3.640127927665832,"{""type"":""Point"",""coordinates"":[-76.19548880398497,38.35543659154401]}"
288_1_11,-29.000839403881717,1.2151338964752898,-23.866373481970808,45.23313903808594,2021-06-06,291.825096766154,39.683342527104955,-76.19965432641052,1,0,ASC,6897444.791666667,100572.27180989583,298.65184211730957,1.1653080582559502E-5,1.1832377115885417,1.3911464214324951,40.3827814824281,1.8262912823505801,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}"
288_1_31,-29.394342817466995,1.213838112552874,-24.216032198598967,39.41404724121094,2021-06-06,293.7227204640706,37.32722945812118,-76.8763935436474,1,0,ASC,6779275.833333333,101650.1884765625,299.34422492980957,3.5431236028079147E-6,0.4951070149739583,1.9396897157033284,14.319034134458079,2.0018809029214704,"{""type"":""Point"",""coordinates"":[-76.8763935436474,37.32722945812118]}"
288_1_133,-29.119668101091886,1.242000423644047,-23.445779523693208,45.4351806640625,2021-06-06,292.5851879119873,39.15744350954389,-76.0593068740037,1,0,ASC,6907168.125,101496.48014322917,298.58104133605957,4.086395104666944E-6,1.5413716634114583,2.7342046896616616,29.411553850720985,3.1387420871641605,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}"
288_1_139,-29.63116613109984,1.0901444119095496,-27.180954933481203,44.61436462402344,2021-06-06,293.2414379119873,39.03327481911461,-76.18847968650985,1,0,ASC,7747884.541666667,101658.02180989583,298.1848824818929,1.7344951629046552E-6,1.298492431640625,3.601229429244995,19.827742427000018,3.828176589067988,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}"
288_1_192,-30.739073505404786,1.2686503616002698,-24.229744014442765,44.92607116699219,2021-06-06,293.0348949432373,39.39199763548393,-76.21323492350629,1,0,ASC,7369912.5,101557.8134765625,298.49412727355957,2.314994732532938E-5,1.390167236328125,2.3211187521616616,30.918286010007783,2.7055789041528038,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}"
288_1_239,-28.609815442790435,1.1476280031506414,-24.929520161800216,44.57370376586914,2021-06-06,294.656883875529,37.95935169625495,-75.94619901488262,1,0,ASC,8226113.583333333,101851.14680989583,298.47158495585126,1.1998290816883639E-5,1.001251220703125,3.5519944032033286,15.742307419919925,3.690415728254375,"{""type"":""Point"",""coordinates"":[-75.94619901488262,37.95935169625495]}"
288_1_265,-30.866466818518568,1.3199103144585647,-23.38527586336817,42.89353561401367,2021-06-06,293.615135828654,38.18102449592077,-76.354758736145,1,0,ASC,7884614.989583333,101689.39680989583,298.17983690897626,4.5321881770495525E-6,0.5476175944010416,3.642367124557495,8.550187600210785,3.683303313569875,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}"
288_1_301,-28.115456816987262,1.263572976463118,-22.250758239295024,40.38187026977539,2021-06-06,294.2781403859456,37.199262478617065,-76.65976736977741,1,0,ASC,6921480.84375,101685.6884765625,299.27700487772626,6.265069047550753E-6,0.577789306640625,2.1598638693491616,14.976621277719312,2.2358113554117636,"{""type"":""Point"",""coordinates"":[-76.65976736977741,37.199262478617065]}"
288_1_313,-27.56026169436485,1.201274874860051,-22.942510720184362,44.870567321777344,2021-06-06,293.0348949432373,39.38696392935898,-76.22444844690204,1,0,ASC,7369912.5,101557.8134765625,298.49412727355957,2.314994732532938E-5,1.390167236328125,2.3211187521616616,30.918286010007783,2.7055789041528038,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}"
288_1_332,-23.395557577028384,0.9498237587636665,-24.631472271741337,45.725303649902344,2021-06-06,292.6487458546956,39.385554391275825,-76.04693847405206,1,0,ASC,7248442.0625,101522.10514322917,298.98289680480957,4.6573951840341486E-5,1.8057352701822917,1.9499436219533284,42.80107056510404,2.6576229971116634,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}"
288_1_365,-27.26232111413118,1.0738570480312088,-25.387290761012792,41.4355583190918,2021-06-06,294.5825837453206,37.2410421049897,-76.45859039341433,1,0,ASC,6905912.15625,101754.3134765625,298.7769234975179,1.3788913687010998E-5,0.6601664225260416,2.9204839865366616,12.737464635115156,2.994168736235135,"{""type"":""Point"",""coordinates"":[-76.45859039341433,37.2410421049897]}"
288_1_384,-24.842697702964458,1.073773326382971,-23.135886404114387,40.7254753112793,2021-06-06,293.0715974171956,37.8070165520791,-76.72082444657929,1,0,ASC,7436482.677083333,101592.85514322917,299.32786750793457,6.311883528435184E-7,0.541351318359375,1.9796067078908284,15.294404417253725,2.0522923689902948,"{""type"":""Point"",""coordinates"":[-76.72082444657929,37.807016552079105]}"
288_1_396,-26.175087291612087,1.0324135087827508,-25.35329794596873,41.30553436279297,2021-06-06,293.5019359588623,37.66804204662815,-76.5763059713333,1,0,ASC,7300246.760416667,101631.35514322917,299.0794137318929,2.4764488140149865E-6,0.5581766764322916,2.355135679244995,13.333316443040081,2.420377092472531,"{""type"":""Point"",""coordinates"":[-76.5763059713333,37.66804204662815]}"
288_1_398,-30.98633979606552,1.2512697368687349,-24.76391691020028,43.14369201660156,2021-06-06,294.9778474171956,36.94709711009913,-76.04567074652736,1,0,ASC,7661382.927083333,101849.89680989583,297.89012336730957,3.310019771252115E-5,0.5328267415364584,3.3836187521616616,8.949018471626273,3.4253146127730223,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}"
288_1_399,-27.714297216687118,1.1250055229981504,-24.63480991882445,40.34938430786133,2021-06-06,294.2781403859456,37.158555875725824,-76.65732967341695,1,0,ASC,6921480.84375,101685.6884765625,299.27700487772626,6.265069047550753E-6,0.577789306640625,2.1598638693491616,14.976621277719312,2.2358113554117636,"{""type"":""Point"",""coordinates"":[-76.65732967341697,37.158555875725824]}"
288_1_430,-32.85891575006639,1.3784754872709595,-23.83714186685968,43.07904052734375,2021-06-06,293.786278406779,37.93494008897799,-76.26374325371324,1,0,ASC,7591819.635416667,101659.0634765625,298.45962206522626,5.902101595604373E-7,0.6044820149739584,3.4265061219533286,10.00480889392333,3.479417007231329,"{""type"":""Point"",""coordinates"":[-76.26374325371324,37.93494008897799]}"
288_2_331,-26.381105290175647,1.4722135500428735,-17.919346883750244,38.985103607177734,2021-06-06,292.8623689015706,37.555344050084706,-77.00673349392598,0,0,ASC,6757146.333333333,101588.23014322917,299.36147753397626,1.1837730804487023E-6,0.4783426920572917,1.8856125672658284,14.23453077197645,1.9453396836736367,"{""type"":""Point"",""coordinates"":[-77.00673349392598,37.555344050084706]}"
289_1_133,-25.719457431161704,1.036820823860031,-24.806077230788514,34.99650192260742,2021-06-13,289.4649906158447,39.15744350954389,-76.0593068740037,1,0,ASC,5339602.25,101007.93131510417,294.92932510375977,1.2430914980872862E-4,-0.6567071278889974,2.3898375431696572,-15.365146284590574,2.478424446006656,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}"
