system:index,vh,vh_vv_ratio,vv,angle,date,dewpoint_temperature_2m,latitude,longitude,oil_candidate,orbit_direction,orbit_type,surface_net_solar_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction_degrees,wind_speed_10m,.geo,nasa_power_air_temp_2m,nasa_power_max_air_temp_2m,nasa_power_min_air_temp_2m,nasa_power_wind_speed_2m_m/s,nasa_power_precipitation_mm,nasa_power_solar_radiation_MJm2day
240_2_88,-20.29686584030948,2.4164898127824266,-8.399317776117165,44.33854293823242,2020-08-22,295.35585657755536,37.26195866748024,-75.85615398810167,0,0,ASC,4052175.5833333335,101424.73225911458,297.9397837320964,0.0076036113342852,0.0820388793945312,2.7763378620147705,1.6925584713521769,2.777549693846909,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",25.31,25.93,24.7,2.1,3.86,13.64
240_2_260,-14.688041842171684,1.7207852247121722,-8.53566245876413,44.33014678955078,2020-08-22,295.35585657755536,37.271444156944106,-75.85993330772948,0,0,ASC,4052175.5833333335,101424.73225911458,297.9397837320964,0.0076036113342852,0.0820388793945312,2.7763378620147705,1.6925584713521769,2.777549693846909,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",25.31,25.93,24.7,2.1,3.86,13.64
240_2_331,-24.214186374295053,1.5144454408370571,-15.988813938989772,38.98392868041992,2020-08-22,295.8842582702637,37.55534405008471,-77.00673349392598,0,0,ASC,3013374.5,101247.35725911458,296.9944712320964,0.0084652697385561,0.0771153767903645,0.4004426797231038,10.90031334328174,0.407800344631218,"{""type"":""Point"",""coordinates"":[-77.00673349392598,37.555344050084706]}",25.71,30.79,22.09,0.41,3.84,13.44
241_1_7,-27.94035751044619,1.1930323515243986,-23.419614291888536,41.86284637451172,2020-08-28,294.9150085449219,37.07854447316908,-76.33926388459538,1,0,ASC,5947643.416666667,101156.25390625,302.5991662343343,2.213766177068995e-05,3.711720943450928,0.8253714640935262,77.46318164011603,3.8023822027502887,"{""type"":""Point"",""coordinates"":[-76.33926388459538,37.078544473169075]}",27.22,30.26,24.56,2.87,1.59,19.21
241_1_11,-27.67650992980453,1.1489560857601475,-24.08839665224785,45.02381896972656,2020-08-28,294.48401896158856,39.68334252710496,-76.19965432641052,1,0,ASC,4070625.4166666665,99914.79557291669,299.6118615468343,0.0006654425213691676,2.095265865325928,-0.2757841348648071,97.49831063476746,2.113337629306576,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",26.24,30.67,23.05,1.63,7.19,16.42
241_1_31,-25.17182652423314,1.1236872684770791,-22.40109613268844,39.41977691650391,2020-08-28,294.6948750813802,37.32722945812118,-76.8763935436474,1,0,ASC,5689119.833333333,101066.21223958331,302.122278213501,6.808092192519173e-06,1.965138912200928,0.6912568807601929,70.62017736511349,2.0831723451132307,"{""type"":""Point"",""coordinates"":[-76.8763935436474,37.32722945812118]}",26.75,32.4,22.92,0.6,2.06,19.21
241_1_133,-25.901917742285256,1.106325904298138,-23.41255650044427,45.20674896240234,2020-08-28,295.4585469563802,39.15744350954389,-76.0593068740037,1,0,ASC,4403910.583333333,100839.37890625,300.595422744751,0.0005443649987337077,3.4640199343363443,0.2590465943018595,85.72326328318793,3.473692450908538,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",26.78,30.88,23.7,2.45,7.81,16.42
241_1_139,-32.97596352133145,1.2299078286665948,-26.811735605490338,44.51580810546875,2020-08-28,295.6921081542969,39.03327481911461,-76.18847968650985,1,0,ASC,4981238.5,101011.46223958331,300.762659072876,0.0002430622776306753,4.057546138763428,0.2148978312810262,86.96830420371369,4.063232918020241,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",26.78,30.88,23.7,2.45,7.81,16.42
241_1_174,-28.259474847476707,1.210073212839316,-23.35352485092094,44.10161972045898,2020-08-28,295.9397481282552,38.44010665176987,-76.15474780086846,1,0,ASC,5168210.083333333,101117.04557291669,301.31750933329266,3.5514429915413835e-08,3.828806718190511,0.2645804484685262,86.04699751542812,3.837937427704183,"{""type"":""Point"",""coordinates"":[-76.15474780086846,38.44010665176987]}",27.03,30.45,24.03,2.07,9.92,20.82
241_1_187,-29.39988133276835,1.1293019110700733,-26.03367712794394,41.56987762451172,2020-08-28,295.1664733886719,37.63261430195355,-76.51771839296354,1,0,ASC,5658272.0,101019.50390625,301.909143447876,1.2835611895430553e-05,2.7608338991800943,0.8634980916976929,72.63203275853465,2.8927206524701825,"{""type"":""Point"",""coordinates"":[-76.51771839296354,37.63261430195355]}",27.15,30.11,24.44,2.5,3.84,19.21
241_1_192,-28.676622167418977,1.1086215555560173,-25.866917365715956,44.6610107421875,2020-08-28,295.4003601074219,39.39199763548393,-76.21323492350629,1,0,ASC,4467902.75,100894.25390625,300.2126916249593,0.0007320047666586523,2.975474198659261,0.1200491984685262,87.68958378665977,2.9778949808446757,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",26.24,30.67,23.05,1.63,7.19,16.42
241_1_237,-27.74699810314911,0.977707753760742,-28.379644118010305,37.69618988037109,2020-08-28,294.3717956542969,37.2940855341036,-77.19527021296507,1,0,ASC,5613343.083333333,101000.33723958331,302.1855920155843,5.229947467218684e-05,1.845835526784261,0.7717419068018595,67.31024615363499,2.0006734772703667,"{""type"":""Point"",""coordinates"":[-77.19527021296507,37.29408553410361]}",27.38,34.03,23.06,0.58,0.47,19.73
241_1_239,-33.02535585810498,1.3593605332311696,-24.29477320457763,44.60302734375,2020-08-28,295.5726420084636,37.95935169625495,-75.94619901488262,1,0,ASC,5637162.166666667,101184.33723958331,302.155237197876,3.5514429915413835e-08,3.644582271575928,0.0024141073226928,89.96204828692397,3.6445830711069975,"{""type"":""Point"",""coordinates"":[-75.94619901488262,37.95935169625495]}",27.02,29.14,24.8,2.5,9.55,17.9
241_1_250,-27.873634441719204,0.9703931857626616,-28.724062421988737,45.11839294433594,2020-08-28,295.7668151855469,37.71258471480023,-75.77961592134223,1,0,ASC,5669175.166666667,101138.79557291669,301.797327041626,3.5514429915413835e-08,4.282582759857178,0.5884329875310262,82.17646651610801,4.322819505350716,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",27.08,28.39,25.55,3.61,1.88,17.9
241_1_265,-30.285706542821664,1.3649423752022805,-22.18826749981545,42.918453216552734,2020-08-28,295.7314147949219,38.18102449592077,-76.354758736145,1,0,ASC,5291186.916666667,101068.37890625,301.419885635376,1.3083219485565678e-06,3.492625077565511,0.2597383260726928,85.74687658279524,3.502269825480404,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}",27.02,29.14,24.8,2.5,9.55,20.82
241_1_288,-26.93801322645077,1.0698220403555465,-25.17990115206278,40.980106353759766,2020-08-28,294.7856953938802,37.79036403587877,-76.67156515004218,1,0,ASC,5640677.0,100996.71223958331,301.993127822876,3.35246324496552e-05,1.8786927858988445,0.4450817505518595,76.67176677546925,1.930695301818148,"{""type"":""Point"",""coordinates"":[-76.67156515004218,37.790364035878774]}",26.52,31.76,22.95,0.52,5.49,19.21
241_1_313,-27.421182779534973,1.233972795059152,-22.22186979269709,44.60577774047852,2020-08-28,295.4003601074219,39.38696392935898,-76.22444844690204,1,0,ASC,4467902.75,100894.25390625,300.2126916249593,0.0007320047666586523,2.975474198659261,0.1200491984685262,87.68958378665977,2.9778949808446757,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}",26.24,30.67,23.05,1.63,7.19,16.42
241_1_332,-26.13806376836953,1.1877972912140229,-22.00549198226775,45.4069709777832,2020-08-28,295.39612833658856,39.38555439127583,-76.04693847405206,1,0,ASC,4496354.916666667,100850.71223958331,300.1914513905843,0.0004819241662777548,2.826914628346761,0.1809622844060262,86.33726209695779,2.832700772114548,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",26.24,30.67,23.05,1.63,7.19,16.42
241_1_355,-30.52275894679701,1.1666021432295466,-26.163811822169087,44.57166290283203,2020-08-28,296.3428243001302,37.5492397986249,-75.86663133426741,1,0,ASC,5411198.166666667,101155.25390625,301.51086870829266,3.5514429915413835e-08,4.999338944753011,1.102959354718526,77.5586456651662,5.11956142874419,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",27.08,28.39,25.55,3.61,1.88,17.9
241_1_384,-26.525902451158085,1.0226472305761387,-25.938467985889847,40.75133895874024,2020-08-28,294.7856953938802,37.8070165520791,-76.72082444657929,1,0,ASC,5640677.0,100996.71223958331,301.993127822876,3.35246324496552e-05,1.8786927858988445,0.4450817505518595,76.67176677546925,1.930695301818148,"{""type"":""Point"",""coordinates"":[-76.72082444657929,37.807016552079105]}",26.52,31.76,22.95,0.52,5.49,19.21
241_1_398,-35.004184601122496,1.2731587446875006,-27.493967069844334,43.15449523925781,2020-08-28,295.5932312011719,36.94709711009913,-76.04567074652736,1,0,ASC,6168436.666666667,101215.29557291669,302.5144494374593,4.487857218293812e-06,3.554209550221761,1.0598278443018596,73.3959737815565,3.7088597420831513,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}",27.22,30.26,24.56,2.87,1.59,20.46
241_1_430,-35.051569853844825,1.3970710880897457,-25.089324482243644,43.1065673828125,2020-08-28,294.6252136230469,37.93494008897799,-76.26374325371324,1,0,ASC,5353688.666666667,101035.25390625,302.082483291626,1.2643759445059764e-05,3.2398378054300943,0.3080374797185262,84.56875526606636,3.254448662124728,"{""type"":""Point"",""coordinates"":[-76.26374325371324,37.93494008897799]}",27.02,29.14,24.8,2.5,9.55,19.21
241_1_438,-26.53109724873016,1.047342941483325,-25.331814630988813,43.859901428222656,2020-08-28,295.1415710449219,39.38341433265008,-76.39936747439695,1,0,ASC,4227979.666666667,100443.00390625,299.9045861562093,0.0010171844313499,2.760874589284261,-0.0339628458023071,90.70478738310824,2.761083478030052,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",26.24,30.67,23.05,1.63,7.19,16.42
241_1_440,-29.49456152960053,1.21154534630291,-24.344579110971484,41.41944122314453,2020-08-28,294.8547871907552,37.64830399387009,-76.5517764640962,1,0,ASC,5451090.25,100977.71223958331,301.8547814687093,1.4759103452869718e-05,2.3207093874613443,0.7083467245101929,73.0263152412537,2.426406219736408,"{""type"":""Point"",""coordinates"":[-76.5517764640962,37.64830399387009]}",27.15,30.11,24.44,2.5,3.84,19.21
241_1_456,-26.84172087003575,1.1398612678833042,-23.548234882899564,41.99960708618164,2020-08-28,295.54114786783856,38.41584522565482,-76.59718250472905,1,0,ASC,5122954.166666667,100849.67057291669,301.00867144266766,1.0841339822320606e-05,2.539133866628011,0.2991670370101928,83.28024998634992,2.5566974222013004,"{""type"":""Point"",""coordinates"":[-76.59718250472905,38.41584522565482]}",26.35,30.28,22.97,0.91,9.14,20.82
241_1_480,-28.037345902171825,1.163806434198877,-24.09107311859101,39.46043395996094,2020-08-28,294.8577168782552,38.097455177413615,-77.03824758957788,1,0,ASC,5136050.333333333,100830.08723958331,301.390588760376,1.038188735217697e-05,1.627695878346761,0.5690644979476929,70.72968287046075,1.7243051572188417,"{""type"":""Point"",""coordinates"":[-77.03824758957788,38.09745517741361]}",26.52,31.76,22.95,0.52,5.49,19.35
241_1_493,-24.62812720806326,1.052723132935305,-23.394686064694632,40.25327682495117,2020-08-28,294.7948099772136,37.96635992232168,-76.853978656433,1,0,ASC,5342709.083333333,100890.21223958331,301.570764541626,1.5372534588683113e-05,1.709971268971761,0.5518525838851929,72.1137484250566,1.796814685784168,"{""type"":""Point"",""coordinates"":[-76.853978656433,37.96635992232168]}",26.52,31.76,22.95,0.52,5.49,19.21
241_1_497,-29.14937447776524,1.266670723784091,-23.012590352355744,41.690242767333984,2020-08-28,294.2467956542969,39.472392966361205,-76.88276342017048,1,0,ASC,3971028.0833333335,99042.50390625,299.1423791249593,0.0013258328040398,2.1079001426696777,-0.3299019734064738,98.89505511211073,2.1335600116997724,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",26.1,31.27,22.74,2.1,7.37,16.42
241_2_62,-27.642268980950654,1.6143612947337576,-17.12272777545094,40.3462028503418,2020-08-28,295.0028177897136,37.22014532350165,-76.67262799822075,0,0,ASC,5893162.333333333,101091.12890625,302.238733291626,4.73745166829076e-06,2.3197328249613443,0.6768118937810262,73.73471581519391,2.416450851717576,"{""type"":""Point"",""coordinates"":[-76.67262799822075,37.22014532350165]}",27.02,32.28,23.52,0.87,0.67,19.21
241_2_88,-26.209619727548016,2.972544792963214,-8.81723289404856,44.348609924316406,2020-08-28,296.4554545084636,37.26195866748024,-75.85615398810167,0,0,ASC,6214363.416666667,101175.62890625,301.502405166626,3.5514429915413835e-08,4.974579016367595,0.9322236776351928,79.38601812099998,5.061173517597324,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",27.08,28.39,25.55,3.61,1.88,17.9
241_2_260,-25.07822035401993,3.068575207364176,-8.172594334281104,44.34013748168945,2020-08-28,296.4554545084636,37.271444156944106,-75.85993330772948,0,0,ASC,6214363.416666667,101175.62890625,301.502405166626,3.5514429915413835e-08,4.974579016367595,0.9322236776351928,79.38601812099998,5.061173517597324,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",27.08,28.39,25.55,3.61,1.88,17.9
242_1_33,-25.748488904636893,1.003347474611192,-25.66258405605168,35.546382904052734,2020-08-29,296.7604338328044,39.36853550007995,-76.01059248597983,1,0,ASC,2121451.4166666665,100248.0576171875,298.4153747558594,0.0046765774488413,1.7608750661214192,2.2602078914642334,37.92132180031262,2.865173766305511,"{""type"":""Point"",""coordinates"":[-76.01059248597983,39.36853550007995]}",25.27,28.81,21.65,2.05,14.61,13.6
242_1_332,-25.17905236046865,1.1168799981836337,-22.544098203403216,35.369136810302734,2020-08-29,296.7604338328044,39.38555439127583,-76.04693847405206,1,0,ASC,2121451.4166666665,100248.0576171875,298.4153747558594,0.0046765774488413,1.7608750661214192,2.2602078914642334,37.92132180031262,2.865173766305511,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",25.27,28.81,21.65,2.05,14.61,13.6
242_1_497,-25.84715516224469,1.1169378938196146,-23.14108537749996,30.658069610595703,2020-08-29,295.8777027130127,39.472392966361205,-76.88276342017048,1,0,ASC,2150315.6666666665,98387.5576171875,297.3121032714844,0.0072020229883456,1.271535873413086,1.5103299617767334,40.09378332461485,1.9743100239873392,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",25.15,29.64,20.99,2.58,10.68,13.6
242_2_38,-23.767620407162177,1.4559857594380536,-16.3240747741485,31.47317695617676,2020-08-29,296.8690764109294,38.05463005904797,-76.4054840714764,0,0,ASC,3061853.833333333,100522.01595052084,300.5003356933594,0.000770673978449358,3.3202012379964194,4.5302681128184,36.23742346794607,5.616677437312219,"{""type"":""Point"",""coordinates"":[-76.4054840714764,38.05463005904798]}",26.75,27.94,25.76,4.09,51.53,11.42
242_2_88,-23.228864713371348,1.6250210777158405,-14.29450056489253,33.625370025634766,2020-08-29,297.2323576609294,37.26195866748024,-75.85615398810167,0,0,ASC,3473341.333333333,100638.34928385416,300.84717814127606,0.0008282743394339617,5.177989323933919,6.9256538550059,36.783756068925086,8.64732645146069,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",26.91,27.66,26.21,6.77,16.75,12.67
242_2_207,-24.363325594695446,1.4672799233397038,-16.604415563215515,36.48161697387695,2020-08-29,297.0359058380127,37.86717956433751,-75.49102260561044,0,0,ASC,3423058.333333333,100551.9326171875,300.40503946940106,0.0012320138514006,3.72242291768392,4.8955024878184,37.24848955438768,6.14998999888086,"{""type"":""Point"",""coordinates"":[-75.49102260561044,37.867179564337505]}",26.63,28.16,25.77,4.79,25.17,12.67
242_2_260,-23.26125267356021,2.2989708775288675,-10.11811541456472,33.6162223815918,2020-08-29,297.2323576609294,37.271444156944106,-75.85993330772948,0,0,ASC,3473341.333333333,100638.34928385416,300.84717814127606,0.0008282743394339617,5.177989323933919,6.9256538550059,36.783756068925086,8.64732645146069,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",26.91,27.66,26.21,6.77,16.75,12.67
242_2_314,-28.005765288945238,1.5755414648289892,-17.775327348801326,33.63637161254883,2020-08-29,297.2682463328044,39.01773129010771,-76.26791445117814,0,0,ASC,2529004.1666666665,100392.72428385416,299.47168986002606,0.0056990407252028,3.2122503916422525,4.266677618026733,36.97496632367608,5.340701309264176,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}",25.71,28.04,22.7,3.05,22.31,13.6
242_2_336,-26.581322110389458,1.5111673728043449,-17.589925900174276,33.54103088378906,2020-08-29,297.0949064890544,38.73412218362813,-76.2161298356623,0,0,ASC,2640826.25,100430.26595052084,299.7056579589844,0.0051176245013837,2.7254339853922525,3.684239466985067,36.49236373874406,4.5827514506922045,"{""type"":""Point"",""coordinates"":[-76.2161298356623,38.73412218362814]}",26.12,27.87,24.07,2.9,39.99,11.42
242_2_345,-25.570278258690845,1.651546521099612,-15.482626696864685,35.43025207519531,2020-08-29,297.2397632598877,37.83678411747479,-75.67390991299865,0,0,ASC,3279560.083333333,100570.39095052084,300.49122111002606,0.0005918549994592404,3.750702540079753,5.086135625839233,36.40642149659335,6.319536782754869,"{""type"":""Point"",""coordinates"":[-75.67390991299865,37.83678411747479]}",26.63,28.16,25.77,4.79,25.17,12.67
242_2_373,-26.494508900650946,1.5439860773684164,-17.15981075801436,33.13764190673828,2020-08-29,297.071143468221,38.35543659154401,-76.19548880398496,0,0,ASC,2810617.4166666665,100499.34928385416,300.31934611002606,0.0025197413129075,3.2528184254964194,4.550246953964233,35.55970048703349,5.593350968007442,"{""type"":""Point"",""coordinates"":[-76.19548880398497,38.35543659154401]}",26.12,27.87,24.07,2.9,39.99,11.42
244_1_11,-25.31230654213692,1.0814304621189088,-23.40631915670385,45.22822189331055,2020-09-03,295.3927580515544,39.68334252710496,-76.19965432641052,1,0,ASC,4007279.8333333335,99836.88444010416,297.76781972249347,0.001133596835037,0.9672018686930338,0.7046800057093302,53.92381978040595,1.1966843214690324,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",25.93,30.21,22.07,1.35,14.83,15.36
244_1_18,-23.69294777550366,1.046094067396728,-22.64896486265817,41.55633544921875,2020-09-03,297.823584874471,37.53860754166686,-76.49621239316409,1,0,ASC,5524947.916666667,100828.3427734375,301.24096425374347,0.0009179391587773958,1.347939173380534,2.06283430258433,33.16222108304939,2.46418858350013,"{""type"":""Point"",""coordinates"":[-76.49621239316409,37.53860754166686]}",28.2,31.27,24.99,2.42,0.22,22.03
244_1_31,-27.79766247197331,1.07282270274297,-25.91077015885369,39.408447265625,2020-09-03,297.3165861765544,37.32722945812118,-76.8763935436474,1,0,ASC,5525381.666666667,100887.9677734375,301.7418594360352,0.00016478092099229494,1.439369837443034,1.3030279874801636,47.84619024039098,1.941563149912305,"{""type"":""Point"",""coordinates"":[-76.8763935436474,37.32722945812118]}",27.94,32.93,23.25,0.64,0.17,22.03
244_1_36,-27.08798884843492,1.160524559091679,-23.341159509486108,40.93681716918945,2020-09-03,295.9629077911377,39.213784979182094,-77.01680242865474,1,0,ASC,3767200.3333333335,99484.75944010416,298.32323964436847,0.0006666818323234717,1.0324687957763672,0.559701164563497,61.53788612579992,1.1744178165651424,"{""type"":""Point"",""coordinates"":[-77.01680242865474,39.213784979182094]}",26.3,30.55,22.24,1.77,20.43,10.94
244_1_133,-28.835778874810167,1.0982721357027758,-26.2555863318506,45.42902755737305,2020-09-03,296.2821623484294,39.15744350954389,-76.0593068740037,1,0,ASC,4600063.583333333,100741.2177734375,299.36596425374347,0.0022910732465485,1.4423402150472004,1.2632737557093303,48.78650158815387,1.917343442841256,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",26.77,30.46,23.11,2.15,20.12,15.36
244_1_139,-29.25451895902805,1.112586300129908,-26.294157096498694,44.60948181152344,2020-09-03,296.732276280721,39.03327481911461,-76.18847968650985,1,0,ASC,5202068.166666667,100898.8427734375,299.60986073811847,0.0028573944388578,1.4781068166097004,1.5691005786259968,43.28957828164608,2.155661473226374,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",26.77,30.46,23.11,2.15,20.12,15.36
244_1_187,-30.32039813380207,1.3126029250563045,-23.099444283579874,41.55049896240234,2020-09-03,297.708838780721,37.63261430195355,-76.51771839296354,1,0,ASC,5624091.5,100861.63444010416,301.28946685791016,0.00096759176813066,1.360390345255534,1.9960618416468303,34.275884436813726,2.415558893329452,"{""type"":""Point"",""coordinates"":[-76.51771839296354,37.63261430195355]}",28.2,31.27,24.99,2.42,0.22,22.03
244_1_192,-30.861950179817903,1.3584785072691827,-22.71802609660471,44.92110061645508,2020-09-03,296.172950108846,39.39199763548393,-76.21323492350629,1,0,ASC,4505607.25,100806.80110677084,298.70922597249347,0.0013247473010172,1.2365703582763672,1.0704840421676636,49.117656015526094,1.6355556656694272,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",25.93,30.21,22.07,1.35,14.83,15.36
244_1_239,-29.637741257950854,1.1594061475537836,-25.562863644015646,44.56875228881836,2020-09-03,297.6899585723877,37.95935169625495,-75.94619901488262,1,0,ASC,6095922.25,101061.05110677084,301.22363026936847,0.00020506551178793112,1.3103008270263672,2.286874016125997,29.81123789726933,2.635655710243322,"{""type"":""Point"",""coordinates"":[-75.94619901488262,37.95935169625495]}",27.68,30.04,25.21,2.39,1.89,21.97
244_1_250,-28.012173878048216,1.257461350600276,-22.27676728567125,45.1026611328125,2020-09-03,298.135108311971,37.71258471480023,-75.77961592134223,1,0,ASC,6071619.083333333,101016.0927734375,300.78596750895184,0.00029852714700003463,1.6469707489013672,3.017708977063497,28.6243250218256,3.4378889042530663,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",27.61,28.68,25.92,3.46,0.15,21.97
244_1_265,-29.79120630400949,1.099972763988529,-27.083585411684037,42.88834381103516,2020-09-03,297.2458667755127,38.18102449592077,-76.354758736145,1,0,ASC,5691823.083333333,100920.50944010416,300.84504954020184,0.000584899370248119,1.2195618947347004,1.861499667167664,33.230820886429505,2.2254240553104063,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}",27.68,30.04,25.21,2.39,1.89,21.47
244_1_313,-25.548791353557625,1.1423857198278988,-22.36441764818853,44.86558151245117,2020-09-03,296.172950108846,39.38696392935898,-76.22444844690204,1,0,ASC,4505607.25,100806.80110677084,298.70922597249347,0.0013247473010172,1.2365703582763672,1.0704840421676636,49.117656015526094,1.6355556656694272,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}",25.93,30.21,22.07,1.35,14.83,15.36
244_1_332,-25.56262340544348,1.123080510606576,-22.761167310825385,45.71961212158203,2020-09-03,295.9894377390544,39.38555439127583,-76.04693847405206,1,0,ASC,4759170.333333333,100768.92610677084,299.02514394124347,0.0023074800459047,1.4843324025472004,0.9801520109176636,56.56194514577037,1.7787469313416917,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",25.93,30.21,22.07,1.35,14.83,15.36
244_1_355,-26.315515586175792,1.0857735040679422,-24.236652936899358,44.55395126342773,2020-09-03,298.4499683380127,37.5492397986249,-75.86663133426741,1,0,ASC,5679317.916666667,101025.7177734375,300.72973378499347,0.0006777842063456774,2.0199362436930337,3.40902570883433,30.647842500290896,3.9625242853613054,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",27.61,28.68,25.92,3.46,0.15,21.97
244_1_384,-27.48910799706212,1.1491481975722857,-23.92129061781255,40.71999740600586,2020-09-03,297.099219640096,37.8070165520791,-76.72082444657929,1,0,ASC,5663391.583333333,100829.63444010416,301.36287180582684,0.0007641581663240989,1.3104228973388672,1.2853684822718303,45.552998086783774,1.8355871826442292,"{""type"":""Point"",""coordinates"":[-76.72082444657929,37.807016552079105]}",27.55,32.04,23.28,0.54,2.03,22.03
244_1_398,-31.51086913975541,1.3801924940972423,-22.830778514243452,43.13862609863281,2020-09-03,298.1664396921794,36.94709711009913,-76.04567074652736,1,0,ASC,5918835.666666667,101064.25944010416,302.08528391520184,0.00032300905634959537,1.8831361134847004,2.72884992758433,34.608942197097136,3.3155427231732766,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}",28.36,31.93,24.85,2.88,0.12,21.2
244_1_440,-27.90779105957153,1.253388527888774,-22.265874019590576,41.40007019042969,2020-09-03,297.4707202911377,37.64830399387009,-76.5517764640962,1,0,ASC,5363099.833333333,100815.00944010416,301.28702545166016,0.0008566143612066904,1.2815736134847004,1.6460455656051636,37.9035131416231,2.0861200662542543,"{""type"":""Point"",""coordinates"":[-76.5517764640962,37.64830399387009]}",28.2,31.27,24.99,2.42,0.22,22.03
244_1_480,-27.942825081350986,1.1177003205487588,-25.000283678573037,39.43378448486328,2020-09-03,296.500098546346,38.097455177413615,-77.03824758957788,1,0,ASC,5325148.666666667,100657.17610677084,300.7965469360352,0.00035350467078387737,1.208779017130534,1.2073248624801636,45.03448399502545,1.7084437467525249,"{""type"":""Point"",""coordinates"":[-77.03824758957788,38.09745517741361]}",27.55,32.04,23.28,0.54,2.03,19.14
244_1_493,-27.302621650072204,1.2252358113094055,-22.283564843647508,40.22444915771485,2020-09-03,296.675147374471,37.96635992232168,-76.853978656433,1,0,ASC,5485847.416666667,100719.25944010416,300.96435292561847,0.00046829817195733386,1.229286829630534,1.2511074145634968,44.49596916885022,1.7539714570878415,"{""type"":""Point"",""coordinates"":[-76.853978656433,37.96635992232168]}",27.55,32.04,23.28,0.54,2.03,22.03
244_2_88,-16.50102436913071,2.665281942388559,-6.1910990003342405,44.3347053527832,2020-09-03,298.5114103953044,37.26195866748024,-75.85615398810167,0,0,ASC,6307637.75,101038.25944010416,300.99584706624347,0.0009844851059218247,2.108274459838867,3.217171867688497,33.23759460136075,3.846428996388099,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",27.61,28.68,25.92,3.46,0.15,21.97
244_2_260,-21.16899258107545,3.807623712136126,-5.559633561899259,44.32630920410156,2020-09-03,298.5114103953044,37.271444156944106,-75.85993330772948,0,0,ASC,6307637.75,101038.25944010416,300.99584706624347,0.0009844851059218247,2.108274459838867,3.217171867688497,33.23759460136075,3.846428996388099,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",27.61,28.68,25.92,3.46,0.15,21.97
244_2_261,-22.669828217438774,1.3159366780792423,-17.227142152864026,40.44353103637695,2020-09-03,297.395362218221,36.86741557389423,-76.57475483558154,0,0,ASC,5407626.25,100949.5927734375,302.57844797770184,0.0002446277067065239,1.8345928192138672,1.6637864510218303,47.79521399440759,2.4766744168168136,"{""type"":""Point"",""coordinates"":[-76.57475483558154,36.86741557389423]}",28.27,33.71,23.39,0.96,0.08,21.2
245_1_192,-25.40544557825808,1.108667241518928,-22.915302831038268,34.459693908691406,2020-09-10,296.1426239013672,39.39199763548393,-76.21323492350629,1,0,ASC,993008.1666666666,102125.857421875,296.44998296101886,0.011426656145223,-1.8749593098958333,-0.2016332149505615,-96.13800172123662,1.8857699666545649,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",24.57,27.56,22.02,1.15,18.27,8.37
